From	Entry	Reviewed	Entry Name	Length
Q5SQS8	Q5SQS8	reviewed	CJ120_HUMAN	335
B0BNA5	B0BNA5	reviewed	COTL1_RAT	142
Q03212	Q03212	reviewed	EAR1_YEAST	550
P34234	P34234	reviewed	LOT5_YEAST	306
Q922B9	Q922B9	reviewed	ITPI2_MOUSE	1252
Q8CC88	Q8CC88	reviewed	VWA8_MOUSE	1905
A0A348B793	A0A348B793	reviewed	STS25_POSPM	332
Q96RU2	Q96RU2	reviewed	UBP28_HUMAN	1077
Q96BQ5	Q96BQ5	reviewed	CC127_HUMAN	260
P40995	P40995	reviewed	SCD1_SCHPO	872
Q9W539	Q9W539	reviewed	HR4_DROME	1518
Q7TMY7	Q7TMY7	reviewed	IPO8_MOUSE	1010
Q8N9W8	Q8N9W8	reviewed	GAR2_HUMAN	422
P48508	P48508	reviewed	GSH0_RAT	274
O14100	O14100	reviewed	ZDS1_SCHPO	938
P35689	P35689	reviewed	ERCC5_MOUSE	1170
Q99LI7	Q99LI7	reviewed	CSTF3_MOUSE	717
Q8K1N4	Q8K1N4	reviewed	SPAS2_MOUSE	545
Q96AP4	Q96AP4	reviewed	ZUP1_HUMAN	578
P28803	P28803	reviewed	RK20_SPIOL	128
O43952	O43952	reviewed	TGP1_TETTH	725
Q7SID7	Q7SID7	reviewed	LYS_ANTMY	120
P81269	P81269	reviewed	ATF1_MOUSE	269
Q9CQ00	Q9CQ00	reviewed	DMAC1_MOUSE	111
Q10993	Q10993	reviewed	CYTB_HELAN	101
P13788	P13788	reviewed	RR4_SPIOL	201
P21833	P21833	reviewed	GUN1_SCLSC	34
Q3KNM2	Q3KNM2	reviewed	MARH5_MOUSE	278
P81281	P81281	reviewed	TRGS_TACTR	81
A0A0C1E1L9	A0A0C1E1L9	reviewed	OPAB_ASPUT	575
Q9W1C5	Q9W1C5	reviewed	INT1_DROME	2053
O74757	O74757	reviewed	HRD1_SCHPO	677
E2RTZ4	E2RTZ4	reviewed	HMP_GIAIC	458
Q9UPX6	Q9UPX6	reviewed	MNAR1_HUMAN	916
Q8IY21	Q8IY21	reviewed	DDX60_HUMAN	1712
Q8R5C8	Q8R5C8	reviewed	ZMY11_MOUSE	602
P40019	P40019	reviewed	CHZ1_YEAST	153
Q8R139	Q8R139	reviewed	S29A4_MOUSE	528
O08648	O08648	reviewed	M3K4_MOUSE	1597
P32767	P32767	reviewed	KA122_YEAST	1081
P02381	P02381	reviewed	RMAR_YEAST	398
Q5HYJ3	Q5HYJ3	reviewed	FA76B_HUMAN	339
Q9D5J6	Q9D5J6	reviewed	SHPK_MOUSE	476
Q9NXK8	Q9NXK8	reviewed	FXL12_HUMAN	326
Q8BMA3	Q8BMA3	reviewed	CNKR3_MOUSE	555
Q09717	Q09717	reviewed	RANG_SCHPO	215
Q9SUQ7	Q9SUQ7	reviewed	CHX17_ARATH	820
Q93ZR6	Q93ZR6	reviewed	WSD1_ARATH	481
Q61818	Q61818	reviewed	RAI1_MOUSE	1889
P00434	P00434	reviewed	PERP7_BRARR	296
P54638	P54638	reviewed	ARGE_DICDI	447
Q08689	Q08689	reviewed	NAT5_YEAST	176
Q12751	Q12751	reviewed	RTP1_YEAST	981
Q9D9S2	Q9D9S2	reviewed	TM225_MOUSE	230
P53974	P53974	reviewed	ARK1_YEAST	638
Q12167	Q12167	reviewed	RRG1_YEAST	365
Q17938	Q17938	reviewed	DAF36_CAEEL	428
P38876	P38876	reviewed	PTH_YEAST	190
O94643	O94643	reviewed	CENPU_SCHPO	441
P86219	P86219	reviewed	ODO2_MESAU	145
Q5BJT1	Q5BJT1	reviewed	AN34A_RAT	495
P28370	P28370	reviewed	SMCA1_HUMAN	1054
O24412	O24412	reviewed	PSD7A_ARATH	308
Q8SWR3	Q8SWR3	reviewed	SPR_DROME	435
O64843	O64843	reviewed	CID7_ARATH	567
Q9HAV5	Q9HAV5	reviewed	TNR27_HUMAN	297
Q9CQH8	Q9CQH8	reviewed	RPP14_MOUSE	122
Q91WN3	Q91WN3	reviewed	S7A13_MOUSE	478
Q9D0Q7	Q9D0Q7	reviewed	RM45_MOUSE	306
Q9LKJ1	Q9LKJ1	reviewed	HIBC1_ARATH	378
P48526	P48526	reviewed	SYIM_YEAST	1002
Q93VA3	Q93VA3	reviewed	CYC6_ARATH	175
Q93WX6	Q93WX6	reviewed	CNIF1_ARATH	463
Q86I44	Q86I44	reviewed	LIMF_DICDI	197
Q07292	Q07292	reviewed	KRAF1_CAEEL	813
P53254	P53254	reviewed	UTP22_YEAST	1237
P84117	P84117	reviewed	PERI_PERAI	51
P86195	P86195	reviewed	KAD1_MESAU	60
Q10148	Q10148	reviewed	TLS1_SCHPO	254
P78715	P78715	reviewed	MAOH_NEOFR	592
Q7K556	Q7K556	reviewed	TTD14_DROME	475
Q9C0B2	Q9C0B2	reviewed	CFA74_HUMAN	1584
Q641Z1	Q641Z1	reviewed	LIN54_RAT	749
Q4V8B0	Q4V8B0	reviewed	OXR1_RAT	839
Q5XIQ2	Q5XIQ2	reviewed	ELMD3_RAT	356
O14161	O14161	reviewed	CWC21_SCHPO	293
O22773	O22773	reviewed	TL16_ARATH	216
Q04659	Q04659	reviewed	CSM3_YEAST	317
P42846	P42846	reviewed	KRI1_YEAST	591
Q99N92	Q99N92	reviewed	RM27_MOUSE	148
Q8SSL7	Q8SSL7	reviewed	AGM1_ENCCU	530
Q9D563	Q9D563	reviewed	TM114_MOUSE	222
P19253	P19253	reviewed	RL13A_MOUSE	203
Q54M70	Q54M70	reviewed	DNPEP_DICDI	484
Q9NVP4	Q9NVP4	reviewed	DZAN1_HUMAN	752
Q9M0E0	Q9M0E0	reviewed	R15A5_ARATH	129
Q96A26	Q96A26	reviewed	F162A_HUMAN	154
Q8BSY0	Q8BSY0	reviewed	ASPH_MOUSE	741
Q80T69	Q80T69	reviewed	RSBN1_MOUSE	795
Q8I615	Q8I615	reviewed	ORC1_PLAF7	1189
Q8TDJ6	Q8TDJ6	reviewed	DMXL2_HUMAN	3036
Q9C9Z2	Q9C9Z2	reviewed	RER3_ARATH	337
B6VQ60	B6VQ60	reviewed	BRCA1_CAEEL	612
Q04646	Q04646	reviewed	ATNG_MOUSE	70
Q07834	Q07834	reviewed	YL032_YEAST	825
J9VT60	J9VT60	reviewed	LARP1_CRYNH	895
P0DKB4	P0DKB4	reviewed	T3HPD_SACKO	326
Q9BTF0	Q9BTF0	reviewed	THUM2_HUMAN	503
P53980	P53980	reviewed	YNB1_YEAST	444
Q09528	Q09528	reviewed	NHR19_CAEEL	477
P83918	P83918	reviewed	PEM_IRPLA	35
P33203	P33203	reviewed	PRP40_YEAST	583
Q96AA8	Q96AA8	reviewed	JKIP2_HUMAN	810
Q56X52	Q56X52	reviewed	AOX4_ARATH	351
O96876	O96876	reviewed	TCP17_TRYCR	160
Q07532	Q07532	reviewed	IWR1_YEAST	353
P54362	P54362	reviewed	AP3D_DROME	1034
Q8GZA8	Q8GZA8	reviewed	ULT1_ARATH	237
Q7XHI9	Q7XHI9	reviewed	BH084_ARATH	328
Q9CY45	Q9CY45	reviewed	EFMT1_MOUSE	214
P29186	P29186	reviewed	K1B_BUNGR	37
O14015	O14015	reviewed	MU108_SCHPO	150
Q9U7D5	Q9U7D5	reviewed	ACM3_CAEEL	611
Q5XIK6	Q5XIK6	reviewed	DAAF8_RAT	481
Q7L2K0	Q7L2K0	reviewed	TEDC2_HUMAN	433
P15975	P15975	reviewed	UBP53_MOUSE	1069
Q8SUS0	Q8SUS0	reviewed	Y854_ENCCU	291
P38505	P38505	reviewed	CABP1_ENTH1	134
Q96B77	Q96B77	reviewed	TM186_HUMAN	213
D4AEP7	D4AEP7	reviewed	ALB2_LATSA	227
Q869Q3	Q869Q3	reviewed	NAPA_DICDI	1160
Q9MBA3	Q9MBA3	reviewed	RAD17_ARATH	599
Q8WUY9	Q8WUY9	reviewed	DEP1B_HUMAN	529
P35727	P35727	reviewed	BLI1_YEAST	113
Q336P5	Q336P5	reviewed	MYC2_ORYSJ	699
Q9Z1A6	Q9Z1A6	reviewed	VIGLN_RAT	1268
Q9NU22	Q9NU22	reviewed	MDN1_HUMAN	5596
D3ZTQ1	D3ZTQ1	reviewed	SFSWA_RAT	945
Q5FVH7	Q5FVH7	reviewed	MEA1_RAT	174
O08662	O08662	reviewed	PI4KA_RAT	2096
A8ICS9	A8ICS9	reviewed	CFA46_CHLRE	2784
P31229	P31229	reviewed	PAHO_RANTE	36
Q12379	Q12379	reviewed	SWM1_YEAST	170
P55826	P55826	reviewed	PPOC_ARATH	537
Q01519	Q01519	reviewed	COX12_YEAST	83
Q0CF71	Q0CF71	reviewed	AZPB5_ASPTN	255
Q9V439	Q9V439	reviewed	MED22_DROME	143
Q8CI61	Q8CI61	reviewed	BAG4_MOUSE	457
P33433	P33433	reviewed	HRG_BOVIN	396
Q9EQG3	Q9EQG3	reviewed	SCEL_MOUSE	652
P32604	P32604	reviewed	F26_YEAST	452
Q5UAK0	Q5UAK0	reviewed	MIER1_MOUSE	511
P13002	P13002	reviewed	ELF1_DROME	1333
P32325	P32325	reviewed	DBF4_YEAST	704
Q9C0C6	Q9C0C6	reviewed	CIPC_HUMAN	399
Q7S7G7	Q7S7G7	reviewed	CSN3_NEUCR	497
P35732	P35732	reviewed	DEF1_YEAST	738
O81098	O81098	reviewed	RPB5A_ARATH	205
A0A060L4I9	A0A060L4I9	reviewed	OLEL_PINMS	141
P52492	P52492	reviewed	UBC11_YEAST	156
Q9W3J5	Q9W3J5	reviewed	SYFA_DROME	498
Q8CDE2	Q8CDE2	reviewed	CALI_MOUSE	588
C0HK71	C0HK71	reviewed	IAA1_HETMG	44
Q8NEF3	Q8NEF3	reviewed	CC112_HUMAN	446
Q00873	Q00873	reviewed	CYT2_YEAST	224
P42125	P42125	reviewed	ECI1_MOUSE	289
Q5TFG8	Q5TFG8	reviewed	ZC21B_HUMAN	222
Q9DCG6	Q9DCG6	reviewed	PBLD1_MOUSE	288
Q92617	Q92617	reviewed	NPIB3_HUMAN	1050
Q8IYB5	Q8IYB5	reviewed	SMAP1_HUMAN	467
Q9VL14	Q9VL14	reviewed	RTBP_DROME	118
Q06116	Q06116	reviewed	HOB2_YEAST	2489
Q9P6S3	Q9P6S3	reviewed	UDS1_SCHPO	1052
Q8I5G1	Q8I5G1	reviewed	YPF10_PLAF7	781
Q9JLJ0	Q9JLJ0	reviewed	LITAF_MOUSE	161
P97924	P97924	reviewed	KALRN_RAT	2959
P38398	P38398	reviewed	BRCA1_HUMAN	1863
Q9BU64	Q9BU64	reviewed	CENPO_HUMAN	300
A6NNB3	A6NNB3	reviewed	IFM5_HUMAN	132
A1JHN0	A1JHN0	reviewed	HSTC_CHLRE	370
Q96JP5	Q96JP5	reviewed	ZFP91_HUMAN	570
Q5SS90	Q5SS90	reviewed	CG057_MOUSE	291
Q09822	Q09822	reviewed	CDC15_SCHPO	927
Q9Y0T2	Q9Y0T2	reviewed	FBXA_DICDI	1247
Q969Y2	Q969Y2	reviewed	GTPB3_HUMAN	492
P0DPQ6	P0DPQ6	reviewed	DT3UO_HUMAN	34
Q9DAD6	Q9DAD6	reviewed	PROF3_MOUSE	137
Q23985	Q23985	reviewed	DTX_DROME	738
Q6PEB4	Q6PEB4	reviewed	OSGL1_MOUSE	414
P0DJB6	P0DJB6	reviewed	CU9A_CONCL	44
Q8R1P4	Q8R1P4	reviewed	ATG10_MOUSE	215
P83851	P83851	reviewed	IUNH_LEIMA	314
P23201	P23201	reviewed	SPA2_YEAST	1466
Q9Y274	Q9Y274	reviewed	SIA10_HUMAN	331
Q8SSH5	Q8SSH5	reviewed	RPN2_ENCCU	786
Q99177	Q99177	reviewed	BRR1_YEAST	341
Q94F27	Q94F27	reviewed	B3GTB_ARATH	338
Q96AQ9	Q96AQ9	reviewed	F131C_HUMAN	280
A6NIM6	A6NIM6	reviewed	S15A5_HUMAN	579
P83456	P83456	reviewed	PPB_GADMO	477
Q9VMD6	Q9VMD6	reviewed	RETM_DROME	659
Q9M8S7	Q9M8S7	reviewed	ARS1_ARATH	313
P85198	P85198	reviewed	UP01_LONON	44
Q9Z2F6	Q9Z2F6	reviewed	BCL3_MOUSE	448
Q9SV09	Q9SV09	reviewed	C3H46_ARATH	540
Q9Z120	Q9Z120	reviewed	TRMB_MOUSE	268
Q0VG06	Q0VG06	reviewed	FP100_HUMAN	881
Q9SSN3	Q9SSN3	reviewed	TIR_ARATH	176
Q9EQC5	Q9EQC5	reviewed	SCYL1_MOUSE	806
A8JFU2	A8JFU2	reviewed	CFA65_CHLRE	2118
Q9URQ5	Q9URQ5	reviewed	HTL1_YEAST	78
Q90ZS6	Q90ZS6	reviewed	TRPS1_XENLA	1271
Q9XIG1	Q9XIG1	reviewed	U80B1_ARATH	615
A0SVK0	A0SVK0	reviewed	DOG1_ARATH	291
B8NM79	B8NM79	reviewed	USTS_ASPFN	276
Q20929	Q20929	reviewed	DMSR1_CAEEL	510
A0A067XR63	A0A067XR63	reviewed	XTH7_DIOKA	268
P20473	P20473	reviewed	CB23_TETTH	207
P38313	P38313	reviewed	CENPU_YEAST	324
P62380	P62380	reviewed	TBPL1_HUMAN	186
Q6NZQ6	Q6NZQ6	reviewed	ZN740_MOUSE	180
Q9LG26	Q9LG26	reviewed	PARN_ARATH	689
Q96KS9	Q96KS9	reviewed	F167A_HUMAN	214
Q8STP1	Q8STP1	reviewed	Y9E0_ENCCU	244
Q924Y0	Q924Y0	reviewed	BODG_MOUSE	387
A1CFM1	A1CFM1	reviewed	PATN_ASPCL	259
P85916	P85916	reviewed	CADH2_PSEMZ	41
Q86UB2	Q86UB2	reviewed	BIVM_HUMAN	503
Q32MH5	Q32MH5	reviewed	ATOSA_HUMAN	1076
S3DQP3	S3DQP3	reviewed	GLOA_GLAL2	7192
P41000	P41000	reviewed	CPS3_SCHPO	583
Q8LPU4	Q8LPU4	reviewed	HAT1_MAIZE	468
Q8GT66	Q8GT66	reviewed	TIC40_PEA	436
O14464	O14464	reviewed	RTC6_YEAST	93
P84578	P84578	reviewed	FTSH_POPEU	47
Q6NU25	Q6NU25	reviewed	RHG35_XENLA	1477
Q2L4W6	Q2L4W6	reviewed	SPO5_SCHPO	567
Q8C0L8	Q8C0L8	reviewed	COG5_MOUSE	829
O74535	O74535	reviewed	CPSFX_SCHPO	710
Q6P047	Q6P047	reviewed	CH074_HUMAN	294
Q9NK54	Q9NK54	reviewed	CHIF_DROME	1711
A2APY7	A2APY7	reviewed	NDUF5_MOUSE	343
Q08984	Q08984	reviewed	YP272_YEAST	517
O42648	O42648	reviewed	YF98_SCHPO	341
Q969S0	Q969S0	reviewed	S35B4_HUMAN	331
P46057	P46057	reviewed	MLE_CUTCT	374
Q6P3X3	Q6P3X3	reviewed	TTC27_HUMAN	843
Q9LQ02	Q9LQ02	reviewed	NRPD1_ARATH	1453
Q27368	Q27368	reviewed	E2F1_DROME	805
Q9BSK4	Q9BSK4	reviewed	FEM1A_HUMAN	669
Q8WVB3	Q8WVB3	reviewed	HEXD_HUMAN	486
P26310	P26310	reviewed	COX6_DICDI	93
Q8VYB9	Q8VYB9	reviewed	JMJ27_ARATH	840
Q9BRQ8	Q9BRQ8	reviewed	FSP1_HUMAN	373
Q01359	Q01359	reviewed	COX6_NEUCR	148
Q95P04	Q95P04	reviewed	NFCP_GONTE	221
Q9WUX5	Q9WUX5	reviewed	IRAG1_MOUSE	899
Q06525	Q06525	reviewed	URN1_YEAST	465
O74965	O74965	reviewed	EIF2A_SCHPO	576
Q12092	Q12092	reviewed	ATG29_YEAST	213
Q9C969	Q9C969	reviewed	ISS1_ARATH	394
P33419	P33419	reviewed	SPC29_YEAST	253
Q86WV5	Q86WV5	reviewed	TEN1L_HUMAN	123
F4JNY0	F4JNY0	reviewed	APE2_ARATH	610
P46678	P46678	reviewed	TFC5_YEAST	594
Q8NDY6	Q8NDY6	reviewed	BHE23_HUMAN	225
P47126	P47126	reviewed	YJ49_YEAST	109
P38213	P38213	reviewed	DSF2_YEAST	736
Q5AHH4	Q5AHH4	reviewed	HSP21_CANAL	189
Q12259	Q12259	reviewed	YL108_YEAST	485
P01882	P01882	reviewed	IGHDM_MOUSE	290
Q6NSJ2	Q6NSJ2	reviewed	PHLB3_HUMAN	640
Q6PB51	Q6PB51	reviewed	CC117_MOUSE	277
P86235	P86235	reviewed	PDIA3_MESAU	208
P43124	P43124	reviewed	NSE4_YEAST	402
Q18412	Q18412	reviewed	SGO1_CAEEL	309
Q01722	Q01722	reviewed	GCR2_YEAST	534
Q6CSX2	Q6CSX2	reviewed	ATG1_KLULA	831
P34742	P34742	reviewed	E13A_HORVU	310
P27775	P27775	reviewed	IPKB_RAT	71
O14113	O14113	reviewed	SDE2_SCHPO	263
Q11119	Q11119	reviewed	UBP14_SCHPO	775
Q70PP2	Q70PP2	reviewed	SMG1_DROME	3218
Q60773	Q60773	reviewed	CDN2D_MOUSE	166
Q5J8X5	Q5J8X5	reviewed	M4A13_HUMAN	152
P80674	P80674	reviewed	CU01_BLACR	87
Q9M330	Q9M330	reviewed	PSMF1_ARATH	302
Q9D855	Q9D855	reviewed	QCR7_MOUSE	111
Q6P6L0	Q6P6L0	reviewed	FIL1L_MOUSE	1131
O00483	O00483	reviewed	NDUA4_HUMAN	81
Q94702	Q94702	reviewed	PPO1_PHYPO	163
Q6NY15	Q6NY15	reviewed	TSG10_MOUSE	697
O35309	O35309	reviewed	NMI_MOUSE	314
P87245	P87245	reviewed	KMS1_SCHPO	607
Q9SKE0	Q9SKE0	reviewed	SDH8_ARATH	46
Q8VHK1	Q8VHK1	reviewed	CSKI2_MOUSE	1201
Q9Y4K3	Q9Y4K3	reviewed	TRAF6_HUMAN	522
Q9VTC2	Q9VTC2	reviewed	BL1S4_DROME	169
Q9XGN3	Q9XGN3	reviewed	GOLS2_AJURE	292
Q8CEG0	Q8CEG0	reviewed	PANX3_MOUSE	392
Q9NZV6	Q9NZV6	reviewed	MSRB1_HUMAN	116
P47158	P47158	reviewed	CAF17_YEAST	497
Q32PI8	Q32PI8	reviewed	RT27_BOVIN	415
Q09702	Q09702	reviewed	NRD1_SCHPO	529
Q10573	Q10573	reviewed	LIN25_CAEEL	1139
P55859	P55859	reviewed	PNPH_BOVIN	289
Q12378	Q12378	reviewed	RTR2_YEAST	196
Q9FNQ0	Q9FNQ0	reviewed	VIP4_ARATH	625
Q45GQ7	Q45GQ7	reviewed	POHS1_ARATH	349
P18207	P18207	reviewed	GLBL_TYLHE	253
Q13901	Q13901	reviewed	C1D_HUMAN	141
Q9NR09	Q9NR09	reviewed	BIRC6_HUMAN	4857
P83369	P83369	reviewed	LSM11_HUMAN	360
Q80V26	Q80V26	reviewed	IMPA3_MOUSE	356
Q12208	Q12208	reviewed	USB1_YEAST	290
W6JQK2	W6JQK2	reviewed	YBW7_SCHPO	268
Q02732	Q02732	reviewed	CENPP_YEAST	369
Q5ZEF1	Q5ZEF1	reviewed	NRR_ORYSJ	127
P27680	P27680	reviewed	COQ3_YEAST	312
P39522	P39522	reviewed	ILV3_YEAST	585
P32742	P32742	reviewed	IKKE1_CAEEL	820
Q05812	Q05812	reviewed	MSC3_YEAST	728
D3Z3K2	D3Z3K2	reviewed	CIP1_MOUSE	276
Q969K7	Q969K7	reviewed	TMM54_HUMAN	222
P48563	P48563	reviewed	MON2_YEAST	1636
C0HK61	C0HK61	reviewed	ATPJ_PICAN	89
Q8VDV8	Q8VDV8	reviewed	MITD1_MOUSE	249
Q06390	Q06390	reviewed	MRB1_YEAST	306
Q0JAI1	Q0JAI1	reviewed	FL_ORYSJ	389
Q08831	Q08831	reviewed	VTS1_YEAST	523
Q967D7	Q967D7	reviewed	TUTL_DROME	1531
P34981	P34981	reviewed	TRFR_HUMAN	398
P40565	P40565	reviewed	IST3_YEAST	148
Q8BVY0	Q8BVY0	reviewed	RL1D1_MOUSE	452
P53094	P53094	reviewed	MDS3_YEAST	1487
Q08GK9	Q08GK9	reviewed	HSPL_MULSU	178
A8JF70	A8JF70	reviewed	ODA1_CHLRE	552
Q06623	Q06623	reviewed	HDA3_YEAST	655
P53237	P53237	reviewed	LST7_YEAST	242
Q09967	Q09967	reviewed	EGG1_CAEEL	551
Q69ZF7	Q69ZF7	reviewed	CNNM4_MOUSE	771
Q9CYW4	Q9CYW4	reviewed	HDHD3_MOUSE	251
P36116	P36116	reviewed	VPS51_YEAST	164
B2RY56	B2RY56	reviewed	RBM25_MOUSE	838
Q9FFZ1	Q9FFZ1	reviewed	PPH_ARATH	484
Q9FIL7	Q9FIL7	reviewed	CRCK1_ARATH	470
P38111	P38111	reviewed	ATR_YEAST	2368
A9Q751	A9Q751	reviewed	PCDP1_MOUSE	836
O43739	O43739	reviewed	CYH3_HUMAN	400
P83337	P83337	reviewed	OFUT1_CRIGR	392
Q02377	Q02377	reviewed	NDUA1_BOVIN	70
O60103	O60103	reviewed	DOA10_SCHPO	1242
P30259	P30259	reviewed	PRTS4_SCYCA	32
Q86UR5	Q86UR5	reviewed	RIMS1_HUMAN	1692
Q9U5P2	Q9U5P2	reviewed	ALL5_LEPDS	110
W0T4V8	W0T4V8	reviewed	ATG5_KLUMD	271
Q8K4R9	Q8K4R9	reviewed	DLGP5_MOUSE	808
Q9P287	Q9P287	reviewed	BCCIP_HUMAN	314
Q9CRA5	Q9CRA5	reviewed	GOLP3_MOUSE	298
Q5FVJ6	Q5FVJ6	reviewed	BSCL2_RAT	377
Q12110	Q12110	reviewed	YL049_YEAST	428
Q99MB7	Q99MB7	reviewed	RN141_MOUSE	230
Q692V3	Q692V3	reviewed	TTC41_MOUSE	1318
O13339	O13339	reviewed	TERT_SCHPO	988
Q10337	Q10337	reviewed	BRC1_SCHPO	878
Q9FNN3	Q9FNN3	reviewed	ILP1_ARATH	908
Q54WN5	Q54WN5	reviewed	UTP6_DICDI	609
Q10172	Q10172	reviewed	PAN1_SCHPO	1794
Q8VIK1	Q8VIK1	reviewed	SNR25_MOUSE	123
P19864	P19864	reviewed	CYT3_WISFL	46
Q8IA42	Q8IA42	reviewed	GALT4_DROME	644
A0A161CFW5	A0A161CFW5	reviewed	ATPG_TRYBB	305
Q6ZWJ1	Q6ZWJ1	reviewed	STXB4_HUMAN	553
Q9NV56	Q9NV56	reviewed	MRGBP_HUMAN	204
Q10326	Q10326	reviewed	MUG8_SCHPO	720
Q7XBQ9	Q7XBQ9	reviewed	RGA2_SOLBU	970
Q08204	Q08204	reviewed	SMC5_YEAST	1093
Q8LRK9	Q8LRK9	reviewed	TAF1_ARATH	1919
Q9CQ80	Q9CQ80	reviewed	VPS25_MOUSE	176
A0A1U8QW91	A0A1U8QW91	reviewed	CICB_EMENI	1039
Q09150	Q09150	reviewed	REC14_SCHPO	302
Q9CQE3	Q9CQE3	reviewed	RT17_MOUSE	120
P59942	P59942	reviewed	MCCD1_HUMAN	119
Q04891	Q04891	reviewed	SOX13_MOUSE	613
P32486	P32486	reviewed	KRE6_YEAST	720
P34072	P34072	reviewed	MKS1_YEAST	584
Q9TYY7	Q9TYY7	reviewed	SPD3_CAEEL	478
Q8GYF7	Q8GYF7	reviewed	NUP54_ARATH	377
O42978	O42978	reviewed	LSM5_SCHPO	80
P41046	P41046	reviewed	CORTO_DROME	550
Q59RW5	Q59RW5	reviewed	HXK1_CANAL	493
Q06686	Q06686	reviewed	CTR3_YEAST	241
P17890	P17890	reviewed	RPC7_YEAST	251
O94473	O94473	reviewed	YC64_SCHPO	256
Q9WVM3	Q9WVM3	reviewed	APC7_MOUSE	565
Q6NR09	Q6NR09	reviewed	EGRAP_DROME	421
P90754	P90754	reviewed	ENPP1_CAEEL	829
Q96MP5	Q96MP5	reviewed	ZSWM3_HUMAN	696
Q9SYM0	Q9SYM0	reviewed	VTE6_ARATH	333
V6CJ04	V6CJ04	reviewed	BICD_CAEEL	737
Q12463	Q12463	reviewed	TRM11_YEAST	433
P51959	P51959	reviewed	CCNG1_HUMAN	295
Q8BGZ4	Q8BGZ4	reviewed	CDC23_MOUSE	597
P38843	P38843	reviewed	CHS7_YEAST	316
Q8K0H7	Q8K0H7	reviewed	S45A3_MOUSE	553
P53735	P53735	reviewed	ZRG17_YEAST	605
Q9VJL6	Q9VJL6	reviewed	GMF_DROME	138
Q8BUL6	Q8BUL6	reviewed	PKHA1_MOUSE	383
P0DJH7	P0DJH7	reviewed	CENPX_CHICK	80
Q86X29	Q86X29	reviewed	LSR_HUMAN	649
P21651	P21651	reviewed	RE107_YEAST	314
P0DJ20	P0DJ20	reviewed	RL28_TETTH	134
Q12082	Q12082	reviewed	YD157_YEAST	118
Q8BRH4	Q8BRH4	reviewed	KMT2C_MOUSE	4903
Q9FN04	Q9FN04	reviewed	AAP4_ARATH	466
Q9R269	Q9R269	reviewed	PEPL_MOUSE	1755
P83049	P83049	reviewed	XYL2_PIG	134
Q9ERE8	Q9ERE8	reviewed	TLRN1_MOUSE	362
Q9VZU2	Q9VZU2	reviewed	HHAT_DROME	500
Q8C1S0	Q8C1S0	reviewed	MED19_MOUSE	244
P0C1F8	P0C1F8	reviewed	ACTS2_HETCR	177
Q9GV36	Q9GV36	reviewed	PRSN_PIEBR	850
P84064	P84064	reviewed	GRP1_CUCME	36
Q5VU69	Q5VU69	reviewed	CP141_HUMAN	101
P42941	P42941	reviewed	SERB_YEAST	309
Q9W5B9	Q9W5B9	reviewed	T2AH_DROME	107
P39997	P39997	reviewed	NPP2_YEAST	493
Q8VY88	Q8VY88	reviewed	LTD_ARATH	175
P39673	P39673	reviewed	MAG_DERFA	341
Q8TBZ9	Q8TBZ9	reviewed	TEX47_HUMAN	253
Q12754	Q12754	reviewed	RRP12_YEAST	1228
P57725	P57725	reviewed	SAMN1_MOUSE	372
Q09927	Q09927	reviewed	ACA1_SCHPO	209
Q3T9M1	Q3T9M1	reviewed	MFS2B_MOUSE	494
Q5TAB7	Q5TAB7	reviewed	RIPP2_HUMAN	128
Q6Q881	Q6Q881	reviewed	SIRC_LEPMC	470
P51167	P51167	reviewed	SCNNA_XENLA	632
Q6ZN28	Q6ZN28	reviewed	MACC1_HUMAN	852
Q8TEC5	Q8TEC5	reviewed	SH3R2_HUMAN	729
Q3UTJ2	Q3UTJ2	reviewed	SRBS2_MOUSE	1180
Q12382	Q12382	reviewed	DGK1_YEAST	290
Q9CPX8	Q9CPX8	reviewed	QCR10_MOUSE	56
Q6NSI4	Q6NSI4	reviewed	RADX_HUMAN	855
Q9VHB6	Q9VHB6	reviewed	MTX1_DROME	327
Q6P7W5	Q6P7W5	reviewed	SEN2_MOUSE	460
P40035	P40035	reviewed	PIC2_YEAST	300
Q80Y98	Q80Y98	reviewed	DDHD2_MOUSE	699
O96001	O96001	reviewed	PPR17_HUMAN	155
Q05497	Q05497	reviewed	YD338_YEAST	695
P07891	P07891	reviewed	ATPE_CHLRE	141
Q4WF54	Q4WF54	reviewed	SIDH_ASPFU	270
Q9Y824	Q9Y824	reviewed	YON1_SCHPO	1001
P53859	P53859	reviewed	CSL4_YEAST	292
Q54TB8	Q54TB8	reviewed	TSTB_DICDI	877
P25654	P25654	reviewed	YCY0_YEAST	182
F4HW04	F4HW04	reviewed	DPOE1_ARATH	2161
Q03323	Q03323	reviewed	SDC1_YEAST	175
Q04869	Q04869	reviewed	YM94_YEAST	349
Q8CA72	Q8CA72	reviewed	GAN_MOUSE	597
P34358	P34358	reviewed	CED7_CAEEL	1704
P53907	P53907	reviewed	YNO4_YEAST	740
O95833	O95833	reviewed	CLIC3_HUMAN	236
Q96IX5	Q96IX5	reviewed	ATPMK_HUMAN	58
Q10240	Q10240	reviewed	MU133_SCHPO	513
Q9LXE3	Q9LXE3	reviewed	PUB28_ARATH	409
Q6TDU7	Q6TDU7	reviewed	DNAI7_HUMAN	716
